         3068216 function calls (3061514 primitive calls) in 39.941 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 core.py:234(__str__)
        1    0.000    0.000    0.000    0.000 argparse.py:1760(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:360(getMessage)
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 serialization.py:233(_is_path)
        2    0.000    0.000    0.000    0.000 request.py:439(format_hint)
        1    0.000    0.000    0.000    0.000 runpy.py:51(__enter__)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:512(_getmp)
        1    0.000    0.000    0.000    0.000 pascal_run_competing_saliency_librecam.py:509(<lambda>)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:337(_accept)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
        5    0.000    0.000    0.000    0.000 request.py:415(filename)
        1    0.000    0.000    0.000    0.000 pascal_run_competing_saliency_librecam.py:502(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 request.py:455(kwargs)
        1    0.000    0.000    0.000    0.000 {built-in method torch.get_default_dtype}
        1    0.000    0.000    0.000    0.000 functional.py:112(_is_numpy)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        2    0.000    0.000    0.000    0.000 pascal_run_competing_saliency_librecam.py:313(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:592(get_result)
        1    0.000    0.000    0.000    0.000 ElementTree.py:551(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
        3    0.000    0.000    0.000    0.000 format.py:354(closed)
        1    0.000    0.000    0.000    0.000 serialization.py:354(_check_dill_version)
        1    0.000    0.000    0.000    0.000 Image.py:3153(_decompression_bomb_check)
        1    0.000    0.000    0.000    0.000 container.py:124(__len__)
        1    0.000    0.000    0.000    0.000 core.py:356(colorpalette)
        1    0.000    0.000    0.000    0.000 glob.py:23(iglob)
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 ImageFile.py:75(_tilesort)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:89(_take_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:2379(_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1265(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 process.py:189(name)
        2    0.000    0.000    0.000    0.000 nanfunctions.py:231(_nanmin_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 serialization.py:1043(_get_restore_location)
        2    0.000    0.000    0.000    0.000 request.py:435(format_hint)
        2    0.000    0.000    0.000    0.000 format.py:204(modes)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 argparse.py:1240(__init__)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 nanfunctions.py:364(_nanmax_dispatcher)
        2    0.000    0.000    0.000    0.000 legacy_plugin_wrapper.py:349(__del__)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 argparse.py:604(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:666(_palette_is_grayscale)
        1    0.000    0.000    0.000    0.000 ImageFile.py:232(<lambda>)
        2    0.000    0.000    0.000    0.000 v3_plugin_api.py:360(__enter__)
        1    0.000    0.000    0.000    0.000 format.py:187(name)
        1    0.000    0.000    0.000    0.000 ImageFile.py:300(load_end)
        1    0.000    0.000    0.000    0.000 format.py:197(extensions)
        1    0.000    0.000    0.000    0.000 function_base.py:3879(_percentile_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:362(_close)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 serialization.py:242(__enter__)
        1    0.000    0.000    0.000    0.000 Image.py:2530(tell)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 function_base.py:111(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        1    0.000    0.000    0.000    0.000 argparse.py:1676(identity)
        1    0.000    0.000    0.000    0.000 ElementTree.py:557(getroot)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
